10.010145792,8411773,,mem_load_l3_miss_retired.local_dram,649050015752,100.00,,
20.153733325,8876320,,mem_load_l3_miss_retired.local_dram,647714056732,100.00,,
30.278073394,8679140,,mem_load_l3_miss_retired.local_dram,645637940587,100.00,,
40.373697911,7319889,,mem_load_l3_miss_retired.local_dram,645600603673,100.00,,
50.461988305,5390492,,mem_load_l3_miss_retired.local_dram,644794011695,100.00,,
60.521344001,2926655,,mem_load_l3_miss_retired.local_dram,643728567145,100.00,,
70.581759524,2271990,,mem_load_l3_miss_retired.local_dram,643791406772,100.00,,
80.636704378,2358508,,mem_load_l3_miss_retired.local_dram,643192796180,100.00,,
90.681675551,1846937,,mem_load_l3_miss_retired.local_dram,643275517192,100.00,,
100.734490632,1849510,,mem_load_l3_miss_retired.local_dram,642886716870,100.00,,
110.778538599,2496824,,mem_load_l3_miss_retired.local_dram,642775342436,100.00,,
120.821144678,3871853,,mem_load_l3_miss_retired.local_dram,643498390282,100.00,,
130.881561445,5321591,,mem_load_l3_miss_retired.local_dram,644085547490,100.00,,
140.957651354,7063209,,mem_load_l3_miss_retired.local_dram,645141209127,100.00,,
151.033601289,8545661,,mem_load_l3_miss_retired.local_dram,645305863929,100.00,,
161.113645144,9389100,,mem_load_l3_miss_retired.local_dram,646655101443,100.00,,
171.233814149,9718154,,mem_load_l3_miss_retired.local_dram,646320008462,100.00,,
181.325818808,9773567,,mem_load_l3_miss_retired.local_dram,646916485761,100.00,,
191.421647153,10108631,,mem_load_l3_miss_retired.local_dram,647501261976,100.00,,
201.545518965,12329560,,mem_load_l3_miss_retired.local_dram,649421009054,100.00,,
211.685650661,14337942,,mem_load_l3_miss_retired.local_dram,648349479764,100.00,,
221.811852149,15396742,,mem_load_l3_miss_retired.local_dram,647745596785,100.00,,
231.937270037,15547093,,mem_load_l3_miss_retired.local_dram,648150556196,100.00,,
242.071886678,15358310,,mem_load_l3_miss_retired.local_dram,648514571797,100.00,,
252.197855727,14902019,,mem_load_l3_miss_retired.local_dram,648040519293,100.00,,
262.321847796,15332696,,mem_load_l3_miss_retired.local_dram,647508867702,100.00,,
272.431914881,15730624,,mem_load_l3_miss_retired.local_dram,645433233095,100.00,,
282.522101176,14496685,,mem_load_l3_miss_retired.local_dram,645848549723,100.00,,
292.633707262,13039361,,mem_load_l3_miss_retired.local_dram,648593848232,100.00,,
302.757904077,12554557,,mem_load_l3_miss_retired.local_dram,644099166023,100.00,,
312.821681305,11533590,,mem_load_l3_miss_retired.local_dram,645961624884,100.00,,
322.922712129,11976008,,mem_load_l3_miss_retired.local_dram,646728248366,100.00,,
333.029589321,16215787,,mem_load_l3_miss_retired.local_dram,647444055786,100.00,,
343.145507047,15719464,,mem_load_l3_miss_retired.local_dram,645651986674,100.00,,
353.221674162,18074705,,mem_load_l3_miss_retired.local_dram,646739120505,100.00,,
363.329591996,16297102,,mem_load_l3_miss_retired.local_dram,647942484882,100.00,,
373.448256306,18159222,,mem_load_l3_miss_retired.local_dram,644446568802,100.00,,
383.519542573,14784104,,mem_load_l3_miss_retired.local_dram,645699342820,100.00,,
393.613663280,16687535,,mem_load_l3_miss_retired.local_dram,645209617225,100.00,,
403.697719475,15505484,,mem_load_l3_miss_retired.local_dram,646266472688,100.00,,
413.802295574,17869500,,mem_load_l3_miss_retired.local_dram,646479428983,100.00,,
423.885602660,16694700,,mem_load_l3_miss_retired.local_dram,646555723218,100.00,,
434.005892942,15380425,,mem_load_l3_miss_retired.local_dram,647679708657,100.00,,
444.110066189,14368310,,mem_load_l3_miss_retired.local_dram,647751583353,100.00,,
454.237859367,16837570,,mem_load_l3_miss_retired.local_dram,648164195673,100.00,,
464.353968936,20737289,,mem_load_l3_miss_retired.local_dram,647383941338,100.00,,
474.473734358,22806010,,mem_load_l3_miss_retired.local_dram,647844144060,100.00,,
484.599932889,22234356,,mem_load_l3_miss_retired.local_dram,648702400722,100.00,,
494.742045483,21943747,,mem_load_l3_miss_retired.local_dram,648046953253,100.00,,
504.861857624,20365631,,mem_load_l3_miss_retired.local_dram,648516403562,100.00,,
514.993915603,12809339,,mem_load_l3_miss_retired.local_dram,646285090959,100.00,,
525.105839673,13491916,,mem_load_l3_miss_retired.local_dram,645686879810,100.00,,
535.184691878,9554672,,mem_load_l3_miss_retired.local_dram,644997741028,100.00,,
545.257657398,6841409,,mem_load_l3_miss_retired.local_dram,643129285783,100.00,,
555.298123499,5814370,,mem_load_l3_miss_retired.local_dram,642947710876,100.00,,
565.349986319,4404168,,mem_load_l3_miss_retired.local_dram,643142985281,100.00,,
575.395535924,6306238,,mem_load_l3_miss_retired.local_dram,644201413004,100.00,,
585.473865732,8090051,,mem_load_l3_miss_retired.local_dram,643386299450,100.00,,
595.509553723,8376620,,mem_load_l3_miss_retired.local_dram,643737996134,100.00,,
605.574137800,10905712,,mem_load_l3_miss_retired.local_dram,644435045109,100.00,,
615.662238017,12894399,,mem_load_l3_miss_retired.local_dram,646835090602,100.00,,
625.766011491,11384170,,mem_load_l3_miss_retired.local_dram,645155940245,100.00,,
635.833968705,11683337,,mem_load_l3_miss_retired.local_dram,644725934165,100.00,,
645.921689798,11846625,,mem_load_l3_miss_retired.local_dram,647554660033,100.00,,
656.031954476,12582848,,mem_load_l3_miss_retired.local_dram,644231045839,100.00,,
666.097630102,13450599,,mem_load_l3_miss_retired.local_dram,645607129446,100.00,,
